"mukey","cokey","comppct_r","compname"
471363,14530146,10,"Vitrandic Xeropsamments"
471363,14530147,20,"Rock outcrop"
471363,14530148,20,"Vitrandic Xeropsamments"
471363,14530149,40,"Corbett family"
471364,14530150,15,"Rock outcrop"
471364,14530151,20,"Railcity family"
471364,14530152,35,"Corbett family"
471364,14530153,10,"Credo family"
471364,14530154,10,"Vitrandic Xeropsamments"
471364,14530155,10,"Basket family"
2229113,14530909,85,"Brantel"
2229113,14530910,2,"Unnamed"
471365,14530156,5,"Xeric Torriorthents"
471365,14530157,10,"Haypress family"
471365,14530158,10,"Unnamed"
471365,14530159,40,"Corbett family"
471365,14530160,15,"Railcity family"
471365,14530161,20,"Rock outcrop"
471366,14530162,80,"Vitrandic Xeropsamments"
471366,14530163,10,"Vitrandic Haploxerolls"
471366,14530164,10,"Lakash family"
2229114,14530911,85,"Brantel"
2229115,14530912,85,"Brantel"
471367,14530165,10,"Vitrandic Cryorthents"
471367,14530166,90,"Vitrandic Cryopsamments"
2229116,14530913,85,"Brantel"
2229116,14530914,3,"Unnamed"
471368,14530167,25,"Vitrandic Xerorthents"
471368,14530168,40,"Vitrandic Xerorthents"
471368,14530169,5,"Rock outcrop"
471368,14530170,5,"Vitrandic Xerorthents"
471368,14530171,5,"Vitrandic Haploxerolls"
471368,14530172,5,"Fez family"
471368,14530173,5,"Typic Xeropsamments"
471368,14530174,5,"Typic Xeropsamments"
471368,14530175,5,"Vitrandic Cryopsamments"
2229117,14530915,85,"Buscones"
471369,14530176,10,"Vitrandic Xeropsamments"
471369,14530177,10,"Vitrandic Cryopsamments"
471369,14530178,10,"Fez family"
471369,14530179,15,"Rock outcrop"
471369,14530180,20,"Vitrandic Xeropsamments"
471369,14530181,35,"Vitrandic Xerorthents"
2229118,14530916,85,"Buscones"
471370,14530182,70,"Brantel family"
471370,14530183,10,"Deepwell family"
471370,14530184,10,"Lakash family"
471370,14530185,10,"Vitrandic Haploxerolls"
2229119,14530917,85,"Buscones"
471371,14530186,10,"Aquic Haploxerolls"
471371,14530187,10,"Unnamed"
471371,14530188,10,"Berent family"
471371,14530189,20,"Rock outcrop"
471371,14530190,50,"Cozetica family"
2229120,14530918,35,"Buscones"
2229120,14530919,25,"Brantel"
2229120,14530920,25,"Sherwin"
471372,14530191,20,"Rock outcrop"
471372,14530192,50,"Brantel family"
471372,14530193,10,"Unnamed"
471372,14530194,10,"Berent family"
471372,14530195,10,"Unnamed"
2229121,14530921,45,"Buscones"
2229121,14530922,25,"Cashbaugh"
2229121,14530923,15,"Rock outcrop"
471373,14530196,7,"Vitrandic Xerorthents"
471373,14530197,8,"Vitrandic Xerorthents"
471373,14530198,60,"Vitrandic Xerorthents"
471373,14530199,25,"Vitrandic Xeropsamments"
471374,14530200,75,"Cozetica family"
471374,14530201,5,"Vitrandic Xerorthents"
471374,14530202,5,"Vitrandic Xeropsamments"
471374,14530203,5,"Vitrandic Xeropsamments"
471374,14530204,10,"Lakash family"
471375,14530205,7,"Rock outcrop"
471375,14530206,8,"Vitrandic Xeropsamments"
471375,14530207,15,"Vitrandic Cryorthents"
471375,14530208,40,"Vitrandic Xeropsamments"
471375,14530209,30,"Vitrandic Xerorthents"
471376,14530210,40,"Lakash family"
471376,14530211,30,"Brantel family"
471376,14530212,10,"Rock outcrop"
471376,14530213,10,"Aquandic Endoaquolls"
471376,14530214,10,"Lakash family"
2229122,14530924,85,"Cajon"
471377,14530215,10,"Rock outcrop"
471377,14530216,10,"Nanamkin family"
471377,14530217,10,"Vitrandic Cryorthents"
471377,14530218,20,"Salt Chuck family"
471377,14530219,50,"Stecum family"
471378,14530220,30,"Vitrandic Haploxerolls"
471378,14530221,50,"Nanamkin family"
471378,14530222,10,"Lakash family"
471378,14530223,10,"Railcity family"
471379,14530224,5,"Rock outcrop"
471379,14530225,10,"Vitrandic Xerorthents"
471379,14530226,10,"Vitrandic Cryorthents"
471379,14530227,35,"Vitrandic Cryorthents"
471379,14530228,40,"Vitrandic Cryopsamments"
471380,14530229,15,"Rock outcrop"
471380,14530230,50,"Vitrandic Xeropsamments"
471380,14530231,5,"Corbett family"
471380,14530232,5,"Unnamed"
471380,14530233,5,"Unnamed"
471380,14530234,10,"Vitrandic Xerorthents"
471380,14530235,10,"Vitrandic Haploxerolls"
471381,14530236,10,"Vitrandic Cryorthents"
471381,14530237,10,"Vitrandic Cryorthents"
471381,14530238,10,"Stecum family"
471381,14530239,20,"Rock outcrop"
471381,14530240,50,"Vitrandic Cryopsamments"
2229123,14530925,80,"Cartago"
2229123,14530926,5,"Unnamed"
471382,14530241,50,"Vitrandic Cryopsamments"
471382,14530242,20,"Rock outcrop"
471382,14530243,10,"Unnamed"
471382,14530244,10,"Vitrandic Cryorthents"
471382,14530245,10,"Vitrandic Cryorthents"
2229124,14530927,80,"Cartago"
2229124,14530928,1,"Unnamed"
471383,14530246,10,"Vitrandic Cryopsamments"
471383,14530247,10,"Vitrandic Cryorthents"
471383,14530248,20,"Rock outcrop"
471383,14530249,35,"Vitrandic Cryorthents"
471383,14530250,25,"Vitrandic Cryorthents"
2229125,14530929,85,"Cartago"
2229125,14530930,1,"Unnamed"
471384,14530251,75,"Aquandic Endoaquolls"
471384,14530252,5,"Lakash family"
471384,14530253,10,"Brantel family"
471384,14530254,10,"Fez family"
2229126,14530931,85,"Cartago"
2229126,14530932,1,"Unnamed"
471385,14530255,10,"Rock outcrop"
471385,14530256,10,"Lithic Cryorthents"
471385,14530257,10,"Unnamed"
471385,14530258,20,"Cowood family"
471385,14530259,50,"Charcol family"
471386,14530260,40,"Stecum family"
471386,14530261,20,"Guiser family"
471386,14530262,15,"Rock outcrop"
471386,14530263,5,"Aquic Cryoborolls"
471386,14530264,5,"Cowood family"
471386,14530265,5,"Charcol family"
471386,14530266,10,"Lithic Cryorthents"
471387,14530267,5,"Unnamed"
471387,14530268,10,"Aquic Cryoborolls"
471387,14530269,10,"Lithic Cryorthents"
471387,14530270,15,"Rock outcrop"
471387,14530271,25,"Charcol family"
471387,14530272,35,"Stecum family"
2229127,14530933,50,"Cashbaugh"
2229127,14530934,35,"Brantel"
471388,14530273,80,"Aquic Cryoborolls"
471388,14530274,10,"Stecum family"
471388,14530275,10,"Haypress family"
2229128,14530935,65,"Cashbaugh"
2229128,14530936,20,"Buscones"
471389,14530276,5,"Nanamkin family"
471389,14530277,10,"Chesaw family"
471389,14530278,10,"Corbett family"
471389,14530279,75,"Haypress family"
2229130,14530937,45,"Cashbaugh"
2229130,14530938,25,"Buscones"
2229130,14530939,15,"Calpine family"
2229131,14530940,40,"Cashbaugh"
2229131,14530941,30,"Buscones"
2229131,14530942,15,"Rock outcrop"
471391,14530280,30,"Rock outcrop"
471391,14530281,40,"Torriorthentic Haploxerolls"
471391,14530282,10,"Buscones family"
471391,14530283,10,"Fez family"
471391,14530284,10,"Wrango family"
471392,14530285,5,"Vitrandic Xeropsamments"
471392,14530286,5,"Cozetica family"
471392,14530287,5,"Torriorthentic Haploxerolls"
471392,14530288,70,"Yellowhills family"
471392,14530289,15,"Brantel family"
2229132,14530943,85,"Chesaw family"
2229132,14530944,1,"Unnamed"
471393,14530290,50,"Vitrandic Xerorthents"
471393,14530291,20,"Rock outcrop"
471393,14530292,10,"Vitrandic Xerorthents"
471393,14530293,10,"Vitrandic Xerorthents"
471393,14530294,10,"Vitrandic Xerorthents"
2229133,14530945,85,"Chesaw family"
2229133,14530946,1,"Unnamed"
2229134,14530947,80,"Chesaw family"
2229134,14530948,5,"Hagga"
2229135,14530949,40,"Chesaw family"
2229135,14530950,25,"Hagga family"
2229135,14530951,20,"Wursten family"
471394,14530295,5,"Unnamed"
471394,14530296,5,"Brantel family"
471394,14530297,5,"Yellowhills family"
471394,14530298,85,"Vitrandic Xerofluvents"
2229137,14530952,30,"Conway"
2229137,14530953,25,"Aquents"
2229137,14530954,25,"Watterson"
2229137,14530955,10,"Unnamed"
471395,14530299,85,"Springmeyer family"
471395,14530300,7,"Calpine family"
471395,14530301,8,"Abgese family"
2229138,14530956,35,"Conway"
2229138,14530957,30,"Conway"
2229138,14530958,15,"Chesaw family"
2229138,14530959,8,"Unnamed"
2229138,14530960,7,"Unnamed"
471396,14530302,10,"Bearskin family"
471396,14530303,10,"Sur family"
471396,14530304,60,"Sumine family"
471396,14530305,20,"Rock outcrop"
2229139,14530961,45,"Conway"
2229139,14530962,40,"Watterson"
2229139,14530963,4,"Mountom"
2229139,14530964,4,"Unnamed"
471398,14530306,5,"Rock outcrop"
471398,14530307,10,"Vitrandic Xerorthents"
471398,14530308,60,"Fez family"
471398,14530309,25,"Vitrandic Xeropsamments"
2229140,14530965,85,"Cowtrack"
471399,14530310,60,"Torriorthentic Haploxerolls"
471399,14530311,20,"Rock outcrop"
471399,14530312,10,"Unnamed"
471399,14530313,10,"Unnamed"
2229141,14530966,85,"Cozetica"
471400,14530314,10,"Berent family"
471400,14530315,10,"Mottsville family"
471400,14530316,10,"Glean family"
471400,14530317,70,"Calpine family"
2229142,14530967,35,"Cryoborolls"
2229142,14530968,30,"Cryoborolls"
2229142,14530969,20,"Rock outcrop"
471401,14530318,25,"Rock outcrop"
471401,14530319,50,"Calpine family"
471401,14530320,5,"Kiona family"
471401,14530321,5,"Brantel family"
471401,14530322,5,"Wrango family"
471401,14530323,5,"Mottsville family"
471401,14530324,5,"Berent family"
471402,14530325,7,"Rock outcrop"
471402,14530326,15,"Mottsville family"
471402,14530327,50,"Torriorthentic Haploxerolls"
471402,14530328,7,"Corbett family"
471402,14530329,7,"Powment family"
471402,14530330,7,"Wrango family"
471402,14530331,7,"Railcity family"
2247641,14530970,60,"Cryorthents"
2247641,14530971,25,"Rock outcrop"
2247641,14530972,2,"Unnamed"
2229143,14530973,85,"Dechambeau"
2535448,14530974,55,"Dechambeau"
2535448,14530975,30,"Dechambeau"
2535448,14530976,2,"Unnamed"
2229144,14530977,85,"Dehy"
2229144,14530978,3,"Unnamed"
2229145,14530979,45,"Fluvaquentic Endoaquolls"
2229145,14530980,40,"Xerofluvents"
2229145,14530981,5,"Unnamed"
2229145,14530982,5,"Unnamed"
2229146,14530983,85,"Goodale"
2229146,14530984,2,"Unnamed"
2535449,14530985,85,"Goodale"
2535449,14530986,1,"Unnamed"
471403,14530332,70,"Nanamkin family"
471403,14530333,10,"Glean family"
471403,14530334,10,"Stecum family"
471403,14530335,10,"Chesaw family"
2229147,14530987,55,"Goodale"
2229147,14530988,30,"Cartago"
2229147,14530989,2,"Unnamed"
471404,14530336,5,"Unnamed"
471404,14530337,10,"Nanamkin family"
471404,14530338,10,"Rock outcrop"
471404,14530339,15,"Lithic Cryorthents"
471404,14530340,20,"Stecum family"
471404,14530341,40,"Rubble land"
2229148,14530990,55,"Goodale"
2229148,14530991,30,"Cartago"
2229148,14530992,1,"Unnamed"
471405,14530342,65,"Chesaw family"
471405,14530343,7,"Nanamkin family"
471405,14530344,7,"Stecum family"
471405,14530345,7,"Rock outcrop"
471405,14530346,7,"Rubble land"
471405,14530347,7,"Biglake family"
2229149,14530993,85,"Haar family"
471406,14530348,10,"Haypress family"
471406,14530349,10,"Chesaw family"
471406,14530350,20,"Corbett family"
471406,14530351,60,"Nanamkin family"
2229150,14530994,70,"Haar family"
2229150,14530995,15,"Rock outcrop"
471407,14530352,15,"Glean family"
471407,14530353,15,"Nanamkin family"
471407,14530354,40,"Rubble land"
471407,14530355,10,"Unnamed"
471407,14530356,10,"Chesaw family"
471407,14530357,10,"Unnamed"
471408,14530358,10,"Lithic Cryorthents"
471408,14530359,10,"Aquic Cryoborolls"
471408,14530360,40,"Stecum family"
471408,14530361,20,"Charcol family"
471408,14530362,20,"Rock outcrop"
2229151,14530996,85,"Harrel"
2229324,14530009,1,"Water"
2229324,14530010,1,"Histosols"
2229324,14530011,25,"Typic Cryorthents"
2229324,14530012,20,"Rock outcrop"
2229324,14530013,30,"Rubble land"
2229324,14530014,20,"Xeric Dystrocryepts"
2229324,14530015,3,"Humic Dystrocryepts"
2229325,14530016,10,"Rubble land"
2229325,14530017,15,"Oxyaquic Dystrocryepts"
2229325,14530018,5,"Rock outcrop"
2229325,14530019,30,"Canisrocks"
2229325,14530020,35,"Xeric Dystrocryepts"
2229325,14530021,3,"Vitrandic Dystrocryepts"
2229325,14530022,2,"Vitrandic Cryorthents"
471409,14530363,20,"Rubble land"
471409,14530364,50,"Stecum family"
471409,14530365,10,"Rock outcrop"
471409,14530366,10,"Lithic Cryorthents"
471409,14530367,10,"Charcol family"
471410,14530368,10,"Unnamed"
471410,14530369,10,"Nanamkin family"
471410,14530370,80,"Glean family"
471411,14530371,20,"Rock outcrop"
471411,14530372,70,"Railcity family"
471411,14530373,10,"Nanamkin family"
471412,14530374,10,"Rock outcrop"
471412,14530375,10,"Unnamed"
471412,14530376,20,"Rubble land"
471412,14530377,60,"Nanamkin family"
471413,14530378,35,"Railcity family"
471413,14530379,40,"Rock outcrop"
471413,14530380,12,"Unnamed"
471413,14530381,13,"Unnamed"
2229326,14530023,2,"Water"
2229326,14530024,7,"Humic Lithic Dystrocryepts"
2229326,14530025,15,"Canisrocks"
2229326,14530026,1,"Histosols"
2229326,14530027,10,"Lithic Cryorthents"
2229326,14530028,40,"Rock outcrop"
2229326,14530029,25,"Rubble land"
2229327,14530030,20,"Xeric Dystrocryepts"
2229327,14530031,35,"Typic Cryorthents"
2229327,14530032,1,"Histosols"
2229327,14530033,10,"Rock outcrop"
2229327,14530034,2,"Water"
2229327,14530035,2,"Rubble land"
2229327,14530036,3,"Histic Cryaquepts"
2229327,14530037,10,"Vitrandic Dystrocryepts"
2229327,14530038,2,"Xeric Dystrocryepts"
2229327,14530039,15,"Oxyaquic Dystrocryepts"
2229152,14530997,45,"Kilburn family"
2229152,14530998,40,"Watterson"
2229152,14530999,7,"Unnamed"
2229153,14531000,35,"Kilburn family"
2229153,14531001,30,"Watterson"
2229153,14531002,20,"Watterson"
2229153,14531003,7,"Unnamed"
2229154,14531004,40,"Kilburn family"
2229154,14531005,30,"Watterson"
2229154,14531006,15,"Xerofluvents"
2229328,14530040,3,"Water"
2229328,14530041,25,"Vitrandic Eutrocryepts"
2229328,14530042,10,"Oxyaquic Cryofluvents"
2229328,14530043,6,"Xeric Dystrocryepts"
2229328,14530044,35,"Xeric Dystrocryepts"
2229328,14530045,10,"Marmotland"
2229328,14530046,1,"Histosols"
2229328,14530047,10,"Xeric Dystrocryepts"
2229329,14530048,40,"Marmotland"
2229329,14530049,40,"Oxyaquic Dystrocryepts"
2229329,14530050,5,"Histosols"
2229329,14530051,5,"Vitrandic Cryorthents"
2229329,14530052,10,"Vitrandic Dystrocryepts"
2229334,14531149,45,"Hawkinspeak"
2229334,14531150,25,"Hawkinspeak"
2229334,14531151,15,"Hawkridge"
2229334,14531152,2,"Lostridge"
2229334,14531153,4,"Lithnip"
2229334,14531154,2,"Thiefridge"
2229334,14531155,2,"Rock outcrop"
2229334,14531156,1,"Cumulic Cryaquolls"
2229334,14531157,2,"Aspocket"
2229334,14531158,2,"Aspocket"
2229335,14531159,30,"Hawkinspeak"
2229335,14531160,30,"Angelwhine"
2229335,14531161,25,"Hawkridge"
2229335,14531162,5,"Lithnip"
2229335,14531163,1,"Rock outcrop"
2229335,14531164,1,"Typic Cryaquolls"
2229335,14531165,1,"Cumulic Cryaquolls"
2229335,14531166,2,"Sumeadow"
2229335,14531167,3,"Thiefridge"
2229335,14531168,1,"Dunderberg"
2229335,14531169,1,"Waterpeak"
2229336,14531179,40,"Hawkinspeak"
2229336,14531180,25,"Hawkinspeak"
2229336,14531181,20,"Thiefridge"
2229336,14531182,6,"Hawkridge"
2229336,14531183,2,"Aspocket"
2229336,14531184,2,"Sumeadow"
2229336,14531185,3,"Sweetmount"
2229336,14531186,1,"Rock outcrop"
2229336,14531187,1,"Typic Argicryolls"
2229155,14531007,45,"Lithic Xeric Haplargids"
2229155,14531008,40,"Lithic Xeric Torriorthents"
2229155,14531009,1,"Unnamed"
2229156,14531010,60,"Lithic Xeric Torriorthents"
2229156,14531011,25,"Buscones"
2229156,14531012,3,"Unnamed"
2229157,14531013,60,"Lithic Xeric Torriorthents"
2229157,14531014,25,"Buscones"
2229157,14531015,3,"Unnamed"
2229158,14531016,35,"Lithic Xeric Torriorthents"
2229158,14531017,30,"Xeric Torriorthents"
2229158,14531018,20,"Rock outcrop"
2229158,14531019,1,"Unnamed"
2229159,14531020,35,"Lithic Xeric Torriorthents"
2229159,14531021,30,"Xeric Torriorthents"
2229159,14531022,20,"Rock outcrop"
2229159,14531023,1,"Unnamed"
2229330,14531194,1,"Humic Lithic Dystroxerepts"
2229330,14531195,4,"Typic Cryorthents"
2229330,14531196,14,"Glacierpoint"
2229330,14531197,30,"Rock outcrop"
2229330,14531198,3,"Vitrandic Cryorthents"
2229330,14531199,4,"Humic Dystrocryepts"
2229330,14531200,16,"Xeric Dystrocryepts"
2229330,14531201,1,"Lithic Cryorthents"
2229330,14531202,25,"Canisrocks"
2229330,14531203,1,"Water"
2229330,14531204,1,"Histosols"
2229160,14531024,40,"Lubkin"
2229160,14531025,35,"Tinemaha"
2229160,14531026,4,"Unnamed"
2229161,14531027,40,"Lubkin"
2229161,14531028,35,"Tinemaha"
2229161,14531029,1,"Unnamed"
2229162,14531030,50,"Montezuma"
2229162,14531031,35,"Brantel"
2535450,14531032,50,"Orecart"
2535450,14531033,35,"Deepwell"
2535450,14531034,5,"Unnamed"
2535451,14531035,35,"Orecart"
2535451,14531036,25,"Waford"
2535451,14531037,25,"Deepwell"
2535451,14531038,5,"Xerofluvents"
2229163,14531039,50,"Pass Canyon family"
2229163,14531040,20,"Watterson"
2229163,14531041,15,"Rock outcrop"
2229163,14531042,7,"Unnamed"
2229164,14531043,35,"Pass Canyon family"
2229164,14531044,30,"Xeric Torriorthents"
2229164,14531045,20,"Rock outcrop"
2229165,14531046,60,"Plutos family"
2229165,14531047,26,"Brantel"
2229166,14531048,40,"Plutos family"
2229166,14531049,30,"Cashbaugh"
2229166,14531050,15,"Rock outcrop"
2229167,14531051,40,"Plutos family"
2229167,14531052,30,"Cashbaugh"
2229167,14531053,15,"Rock outcrop"
2229168,14531054,60,"Plutos family"
2229168,14531055,20,"Rock outcrop"
2229169,14531056,85,"Rock outcrop"
471414,14530382,5,"Fez family"
471414,14530383,10,"Vitrandic Xeropsamments"
471414,14530384,10,"Vitrandic Cryopsamments"
471414,14530385,75,"Neuske family"
471415,14530386,20,"Pass Canyon family"
471415,14530387,25,"Abgese family"
471415,14530388,40,"Rock outcrop"
471415,14530389,5,"Unnamed"
471415,14530390,10,"Jaybee family"
2229170,14531057,85,"Rovana"
2229170,14531058,2,"Unnamed"
471416,14530391,5,"Unnamed"
471416,14530392,10,"Jaybee family"
471416,14530393,40,"Rock outcrop"
471416,14530394,25,"Abgese family"
471416,14530395,20,"Pass Canyon family"
2229171,14531059,85,"Rovana"
2229171,14531060,2,"Unnamed"
471417,14530396,40,"Rock outcrop"
471417,14530397,25,"Abgese family"
471417,14530398,20,"Pass Canyon family"
471417,14530399,5,"Unnamed"
471417,14530400,10,"Jaybee family"
2229172,14531061,50,"Rovana"
2229172,14531062,35,"Ulymeyer"
2229172,14531063,2,"Unnamed"
471418,14530401,5,"Atter family"
471418,14530402,10,"Preston family"
471418,14530403,10,"Unnamed"
471418,14530404,50,"Delaney family"
471418,14530405,25,"Rock outcrop"
2229173,14531064,85,"Sabies"
2229173,14531065,3,"Unnamed"
471419,14530406,50,"Delaney family"
471419,14530407,25,"Rock outcrop"
471419,14530408,5,"Atter family"
471419,14530409,10,"Preston family"
471419,14530410,10,"Unnamed"
471420,14530411,5,"Vitrandic Xerorthents"
471420,14530412,10,"Vitrandic Xerorthents"
471420,14530413,10,"Vitrandic Haploxerolls"
471420,14530414,75,"Vitrandic Xeropsamments"
471421,14530415,35,"Vitrandic Xerorthents"
471421,14530416,40,"Vitrandic Xerorthents"
471421,14530417,5,"Rock outcrop"
471421,14530418,10,"Vitrandic Haploxerolls"
471421,14530419,10,"Vitrandic Xerorthents"
471422,14530420,5,"Vitrandic Xerorthents"
471422,14530421,10,"Vitrandic Xerorthents"
471422,14530422,10,"Vitrandic Haploxerolls"
471422,14530423,75,"Vitrandic Xeropsamments"
471423,14530424,75,"Brantel family"
471423,14530425,5,"Vitrandic Haploxerolls"
471423,14530426,10,"Vitrandic Xeropsamments"
471423,14530427,10,"Rock outcrop"
471424,14530428,5,"Vitrandic Xerorthents"
471424,14530429,10,"Vitrandic Xerorthents"
471424,14530430,10,"Fez family"
471424,14530431,25,"Rock outcrop"
471424,14530432,50,"Vitrandic Xeropsamments"
471425,14530433,35,"Atter family"
471425,14530434,50,"Wrango family"
471425,14530435,5,"Sur family"
471425,14530436,10,"Nanamkin family"
471426,14530437,5,"Rock outcrop"
471426,14530438,5,"Sur family"
471426,14530439,5,"Nanamkin family"
471426,14530440,50,"Wrango family"
471426,14530441,35,"Atter family"
471427,14530442,25,"Vitrandic Torriorthents"
471427,14530443,60,"Rock outcrop"
471427,14530444,5,"Wrango family"
471427,14530445,10,"Brantel family"
2229174,14531066,85,"Sherwin"
2229174,14531067,1,"Unnamed"
471429,14530446,15,"Vitrandic Torriorthents"
471429,14530447,50,"Delaney family"
471429,14530448,20,"Rock outcrop"
471429,14530449,5,"Unnamed"
471429,14530450,10,"Unnamed"
471430,14530451,5,"Wrango family"
471430,14530452,5,"Berent family"
471430,14530453,5,"Lakash family"
471430,14530454,10,"Delaney family"
471430,14530455,35,"Brantel family"
471430,14530456,40,"Vitrandic Torriorthents"
471431,14530457,75,"Fez family"
471431,14530458,5,"Vitrandic Xerorthents"
471431,14530459,10,"Vitrandic Xerorthents"
471431,14530460,10,"Haypress family"
471432,14530461,5,"Torriorthentic Haploxerolls"
471432,14530462,10,"Delaney family"
471432,14530463,10,"Wrango family"
471432,14530464,30,"Sur family"
471432,14530465,30,"Waterman family"
471432,14530466,15,"Rock outcrop"
471433,14530467,30,"Waterman family"
471433,14530468,30,"Sur family"
471433,14530469,15,"Rock outcrop"
471433,14530470,5,"Torriorthentic Haploxerolls"
471433,14530471,10,"Atter family"
471433,14530472,10,"Wrango family"
2229175,14531068,90,"Spainhower"
2229175,14531069,1,"Unnamed"
471434,14530473,5,"Lakash family"
471434,14530474,5,"Brantel family"
471434,14530475,10,"Delaney family"
471434,14530476,80,"Yellowhills family"
2229176,14531070,70,"Taboose"
2229176,14531071,15,"Lava flows"
2229176,14531072,1,"Unnamed"
471435,14530477,75,"Berent family"
471435,14530478,5,"Preston family"
471435,14530479,10,"Kiona family"
471435,14530480,10,"Haypress family"
471436,14530481,5,"Fez family"
471436,14530482,5,"Pass Canyon family"
471436,14530483,10,"Abgese family"
471436,14530484,30,"Bearskin family"
471436,14530485,50,"Nanamkin family"
471437,14530486,50,"Fez family"
471437,14530487,25,"Vitrandic Xeropsamments"
471437,14530488,5,"Rock outcrop"
471437,14530489,10,"Unnamed"
471437,14530490,10,"Vitrandic Cryopsamments"
2229177,14531073,35,"Timosea"
2229177,14531074,25,"Timosea"
2229177,14531075,25,"Neuralia"
2229177,14531076,1,"Unnamed"
471438,14530491,5,"Fez family"
471438,14530492,5,"Delaney family"
471438,14530493,10,"Brantel family"
471438,14530494,20,"Rock outcrop"
471438,14530495,20,"Jaybee family"
471438,14530496,40,"Pass Canyon family"
2229178,14531077,75,"Tinemaha"
2229178,14531078,3,"Unnamed"
471439,14530497,20,"Mascamp family"
471439,14530498,50,"Basket family"
471439,14530499,10,"Brantel family"
471439,14530500,10,"Rock outcrop"
471439,14530501,10,"Abgese family"
2229179,14531079,75,"Tinemaha"
2229179,14531080,1,"Unnamed"
471440,14530502,7,"Wrango family"
471440,14530503,7,"Mottsville family"
471440,14530504,7,"Torriorthentic Haploxerolls"
471440,14530505,7,"Xeric Torriorthents"
471440,14530506,7,"Unnamed"
471440,14530507,25,"Rock outcrop"
471440,14530508,40,"Wrango family"
471441,14530509,20,"Torriorthentic Haploxerolls"
471441,14530510,50,"Wrango family"
471441,14530511,10,"Rock outcrop"
471441,14530512,10,"Kiona family"
471441,14530513,10,"Berent family"
471442,14530514,5,"Rock outcrop"
471442,14530515,10,"Kiona family"
471442,14530516,10,"Torriorthentic Haploxerolls"
471442,14530517,10,"Berent family"
471442,14530518,50,"Wrango family"
471442,14530519,15,"Torriorthentic Haploxerolls"
2229180,14531081,60,"Torrifluvents"
2229180,14531082,30,"Fluvaquentic Endoaquolls"
471443,14530520,50,"Wrango family"
471443,14530521,15,"Torriorthentic Haploxerolls"
471443,14530522,5,"Rock outcrop"
471443,14530523,10,"Berent family"
471443,14530524,10,"Kiona family"
2229181,14531083,40,"Torriorthents"
2229181,14531084,20,"Haplargids"
2229181,14531085,20,"Rock outcrop"
471444,14530525,5,"Vitrandic Xeropsamments"
471444,14530526,10,"Calpine family"
471444,14530527,40,"Stacy family"
471444,14530528,45,"Koehler family"
471445,14530529,85,"Biglake family"
471445,14530530,5,"Haypress family"
471445,14530531,10,"Chesaw family"
471446,14530532,5,"Unnamed"
471446,14530533,10,"Jaybee family"
471446,14530534,25,"Rock outcrop"
471446,14530535,60,"Bearskin family"
471447,14530536,25,"Bearskin family"
471447,14530537,60,"Rock outcrop"
471447,14530538,5,"Mascamp family"
471447,14530539,10,"Jaybee family"
2229182,14531086,85,"Ulymeyer"
2229182,14531087,3,"Unnamed"
471448,14530540,5,"Rock outcrop"
471448,14530541,5,"Vitrandic Xeropsamments"
471448,14530542,5,"Berent family"
471448,14530543,5,"Brantel family"
471448,14530544,20,"Basket family"
471448,14530545,60,"Neuske family"
2229183,14531088,85,"Ulymeyer"
2229183,14531089,2,"Unnamed"
471449,14530546,50,"Credo family"
471449,14530547,25,"Mascamp family"
471449,14530548,5,"Rock outcrop"
471449,14530549,5,"Bearskin family"
471449,14530550,5,"Vitrandic Xeropsamments"
471449,14530551,10,"Corbett family"
471450,14530552,5,"Vitrandic Cryorthents"
471450,14530553,10,"Vitrandic Xerorthents"
471450,14530554,10,"Vitrandic Xerorthents"
471450,14530555,10,"Unnamed"
471450,14530556,25,"Vitrandic Xeropsamments"
471450,14530557,40,"Vitrandic Xerorthents"
2229184,14531090,85,"Ulymeyer"
2229184,14531091,1,"Unnamed"
471451,14530558,50,"Ola family"
471451,14530559,30,"Glean family"
471451,14530560,5,"Rock outcrop"
471451,14530561,5,"Vitrandic Xeropsamments"
471451,14530562,5,"Fez family"
471451,14530563,5,"Vitrandic Xerorthents"
2229185,14531092,55,"Ulymeyer"
2229185,14531093,30,"Rovana"
2229185,14531094,2,"Unnamed"
2229186,14531095,55,"Ulymeyer"
2229186,14531096,30,"Rovana"
2229186,14531097,2,"Unnamed"
471453,14530564,20,"Rock outcrop"
471453,14530565,60,"Salt Chuck family"
471453,14530566,10,"Lithic Cryorthents"
471453,14530567,10,"Garlet family"
2229187,14531098,55,"Ulymeyer"
2229187,14531099,30,"Rovana"
2229187,14531100,3,"Unnamed"
471454,14530568,5,"Vitrandic Xerorthents"
471454,14530569,5,"Vitrandic Torriorthents"
471454,14530570,5,"Brantel family"
471454,14530571,10,"Mascamp family"
471454,14530572,25,"Berent family"
471454,14530573,30,"Delaney family"
471454,14530574,20,"Rock outcrop"
471455,14530575,20,"Rock outcrop"
471455,14530576,30,"Stecum family"
471455,14530577,30,"Lithic Cryorthents"
471455,14530578,5,"Haypress family"
471455,14530579,5,"Garlet family"
471455,14530580,10,"Salt Chuck family"
2229188,14531101,35,"Vitrandic Torripsamments"
2229188,14531102,30,"Avalmount"
2229188,14531103,20,"Rock outcrop"
2229188,14531104,5,"Unnamed"
471456,14530581,5,"Rock outcrop"
471456,14530582,5,"Torriorthentic Haploxerolls"
471456,14530583,5,"Atter family"
471456,14530584,10,"Wrango family"
