"mukey","cokey","comppct_r","compname"
1947967,15383888,20,"Urban land"
1947967,15383889,65,"Hookton"
2229471,15383948,5,"Talawa"
2229471,15383949,2,"Carlotta"
2229471,15383950,3,"Lepoil"
2229471,15383951,5,"Aubell"
2229471,15383952,85,"Hutsinpillar"
2229470,15383943,85,"Tsunami"
2229470,15383944,1,"Canalschool"
2229470,15383945,2,"Carlotta"
2229470,15383946,10,"Catchings"
2229470,15383947,2,"Talawa"
2394774,15383974,85,"Hutsinpillar"
2394774,15383975,5,"Tepona"
2394774,15383976,2,"Carlotta"
2394774,15383977,5,"Lepoil"
2394774,15383978,3,"Talawa"
1908914,15383815,5,"Typic Udifluvents"
1908914,15383816,50,"Bagness"
1908914,15383817,35,"Pistolriver"
1908914,15383818,5,"Bayside"
1908914,15383819,5,"Bigriver"
1908980,15383820,3,"Frankport"
1908980,15383821,3,"Samoa"
1908980,15383822,2,"Frankport"
1908980,15383823,3,"Heceta"
1908980,15383824,2,"Yaquina"
1908980,15383825,2,"Rock outcrop"
1908980,15383826,85,"Oxyaquic Udipsamments"
1909076,15383827,85,"Frankport"
1909076,15383828,3,"Heceta"
1909076,15383829,3,"Yaquina"
1909076,15383830,3,"Frankport"
1909076,15383831,2,"Brenner"
1909076,15383832,2,"Oxyaquic Udipsamments"
1909076,15383833,2,"Horseprairie"
1909081,15383857,85,"Winchuck"
1909081,15383858,4,"Ettersburg"
1909081,15383859,4,"Huffling"
1909081,15383860,3,"Dulandy"
1909081,15383861,4,"Bosland"
821195,15384004,5,"Lackscreek"
821195,15384005,5,"Ossagon"
821195,15384006,50,"Surpur"
821195,15384007,35,"Mettah"
821195,15384008,5,"Coppercreek"
821196,15383609,20,"Squashan"
821196,15383610,65,"Ossagon"
821196,15383611,8,"Lackscreek"
821196,15383612,7,"Coppercreek"
821197,15383605,65,"Ossagon"
821197,15383606,20,"Squashan"
821197,15383607,8,"Lackscreek"
821197,15383608,7,"Coppercreek"
821198,15383600,15,"Squashan"
821198,15383601,50,"Ossagon"
821198,15383602,25,"Goldbluffs"
821198,15383603,5,"Coppercreek"
821198,15383604,5,"Lackscreek"
821199,15383596,45,"Ossagon"
821199,15383597,25,"Squashan"
821199,15383598,20,"Goldbluffs"
821199,15383599,10,"Coppercreek"
1895226,15383810,2,"Tectah"
1895226,15383811,5,"Slidecreek"
1895226,15383812,3,"Coppercreek"
1895226,15383813,85,"Surpur"
1895226,15383814,5,"Squashan"
2394775,15383979,5,"Ladybird"
2394775,15383980,2,"Cannonball"
2394775,15383981,3,"Footstep"
2394775,15383982,2,"Hutsinpillar"
2394775,15383983,3,"Houda"
2394775,15383984,85,"Candymountain"
2670234,15384042,10,"Water"
2670234,15384043,45,"Udifluvents"
2670234,15384044,45,"Pits"
579774,15383317,35,"Redtop"
579774,15383318,50,"Burroin"
579774,15383319,8,"Bagaul"
579774,15383320,7,"Hullygully"
579775,15383325,35,"Bagaul"
579775,15383326,20,"Redtop"
579775,15383327,30,"Burroin"
579775,15383328,5,"Rock outcrop"
579775,15383329,10,"Hullygully"
579777,15383321,45,"Hullygully"
579777,15383322,40,"Burroin"
579777,15383323,10,"Redtop"
579777,15383324,5,"Rock outcrop"
1451948,15383299,35,"Burgsblock"
1451948,15383300,30,"Coolyork"
1451948,15383301,20,"Tannin"
1451948,15383302,5,"Rockyglen"
1451948,15383303,1,"Rock outcrop"
1451948,15383304,3,"Chalkmountain"
1451948,15383305,2,"Yorknorth"
1451948,15383306,4,"Wohly"
1149192,15384009,5,"Darkwoods"
1149192,15384010,35,"Mooncreek"
1149192,15384011,25,"Noisy"
1149192,15384012,15,"Tossup"
1149192,15384013,1,"Rock outcrop"
1149192,15384014,5,"Oakside"
1149192,15384015,10,"Redtop"
1149192,15384016,4,"Sidehill"
1149191,15384017,8,"Oakside"
1149191,15384018,5,"Tossup"
1149191,15384019,35,"Mooncreek"
1149191,15384020,20,"Noisy"
1149191,15384021,20,"Sidehill"
1149191,15384022,5,"Rock outcrop"
1149191,15384023,7,"Darkwoods"
1149190,15384024,40,"Mooncreek"
1149190,15384025,20,"Tossup"
1149190,15384026,15,"Noisy"
1149190,15384027,2,"Rock outcrop"
1149190,15384028,7,"Oakside"
1149190,15384029,10,"Redtop"
1149190,15384030,6,"Sidehill"
1149189,15383785,35,"Sidehill"
1149189,15383786,25,"Oakside"
1149189,15383787,20,"Darkwoods"
1149189,15383788,10,"Rock outcrop"
1149189,15383789,10,"Noisy"
1538594,15383613,40,"Tannin"
1538594,15383614,25,"Burgsblock"
1538594,15383615,20,"Rockyglen"
1538594,15383616,1,"Rock outcrop"
1538594,15383617,5,"Coolyork"
1538594,15383618,5,"Wohly"
1538594,15383619,4,"Chalkmountain"
1149188,15383790,30,"Highoaks"
1149188,15383791,25,"Noisy"
1149188,15383792,15,"Mudhorse"
1149188,15383793,5,"Rock outcrop"
1149188,15383794,5,"Darkwoods"
1149188,15383795,10,"Hullygully"
1149188,15383796,5,"Oakside"
1149188,15383797,5,"Sidehill"
1451930,15383656,50,"Burroin"
1451930,15383657,30,"Bagaul"
1451930,15383658,10,"Redtop"
1451930,15383659,10,"Hullygully"
1149183,15383620,5,"Rock outcrop"
1149183,15383621,20,"Hawthorse"
1149183,15383622,25,"Flyat"
1149183,15383623,30,"Rockus"
1149183,15383624,5,"Burgsblock"
1149183,15383625,5,"Oakside"
1149183,15383626,5,"Mudhorse"
1149183,15383627,5,"Noisy"
1149184,15383628,25,"Rockus"
1149184,15383629,30,"Flyat"
1149184,15383630,20,"Hawthorse"
1149184,15383631,5,"Rock outcrop"
1149184,15383632,5,"Noisy"
1149184,15383633,5,"Mudhorse"
1149184,15383634,5,"Oakside"
1149184,15383635,5,"Sidehill"
821230,15383342,25,"Countshill"
821230,15383343,20,"Airstrip"
821230,15383344,50,"Dolason"
821230,15383345,5,"Rock outcrop"
821231,15383470,50,"Dolason"
821231,15383471,25,"Airstrip"
821231,15383472,20,"Countshill"
821231,15383473,5,"Rock outcrop"
821232,15383474,55,"Dolason"
821232,15383475,30,"Countshill"
821232,15383476,5,"Rock outcrop"
821232,15383477,10,"Elkcamp"
821233,15383478,45,"Doolyville"
821233,15383479,45,"Pasturerock"
821233,15383480,10,"Rock outcrop"
821234,15383240,50,"Elkcamp"
821234,15383241,30,"Dolason"
821234,15383242,15,"Airstrip"
821234,15383243,2,"Rock outcrop"
821234,15383244,3,"Raingage"
821235,15384037,15,"Maneze"
821235,15384038,40,"Pasturerock"
821235,15384039,10,"Rock outcrop"
821235,15384040,10,"Airstrip"
821235,15384041,25,"Coyoterock"
2216282,15383902,3,"Sasquatch"
2216282,15383903,3,"Sisterrocks"
2216282,15383904,3,"Macklyn"
2216282,15383905,3,"Loeb"
2216282,15383906,85,"Buzzini"
2216282,15383907,3,"Vondergreen"
2216283,15383908,3,"Vondergreen"
2216283,15383909,85,"Buzzini"
2216283,15383910,3,"Loeb"
2216283,15383911,3,"Macklyn"
2216283,15383912,3,"Sisterrocks"
2216283,15383913,3,"Sasquatch"
821241,15383407,45,"Atwell"
821241,15383408,40,"Coppercreek"
821241,15383409,5,"Rock outcrop"
821241,15383410,10,"Tectah"
821242,15383411,75,"Atwell"
821242,15383412,15,"Ladybird"
821242,15383413,2,"Rock outcrop"
821242,15383414,3,"Slidecreek"
821242,15383415,5,"Lackscreek"
821243,15383424,65,"Coppercreek"
821243,15383425,15,"Ahpah"
821243,15383426,10,"Tectah"
821243,15383427,10,"Lackscreek"
821244,15383282,40,"Coppercreek"
821244,15383283,28,"Ahpah"
821244,15383284,20,"Lackscreek"
821244,15383285,2,"Rock outcrop"
821244,15383286,10,"Sasquatch"
821245,15383272,60,"Wiregrass"
821245,15383273,25,"Scaath"
821245,15383274,5,"Rock outcrop"
821245,15383275,10,"Rockysaddle"
821246,15383481,45,"Coppercreek"
821246,15383482,25,"Ahpah"
821246,15383483,2,"Rock outcrop"
821246,15383484,15,"Lackscreek"
821246,15383485,5,"Devilscreek"
821246,15383486,5,"Tectah"
821246,15383487,3,"Trailhead"
821247,15383245,5,"Rock outcrop"
821247,15383246,50,"Wiregrass"
821247,15383247,20,"Scaath"
821247,15383248,10,"Pittplace"
821247,15383249,5,"Peacock"
821247,15383250,10,"Rockysaddle"
821248,15383428,60,"Wiregrass"
821248,15383429,15,"Pittplace"
821248,15383430,2,"Rock outcrop"
821248,15383431,10,"Scaath"
821248,15383432,8,"Rockysaddle"
821248,15383433,5,"Peacock"
821249,15383434,5,"Rock outcrop"
821249,15383435,50,"Wiregrass"
821249,15383436,30,"Scaath"
821249,15383437,5,"Peacock"
821249,15383438,10,"Rockysaddle"
821251,15383439,60,"Wiregrass"
821251,15383440,20,"Rockysaddle"
821251,15383441,10,"Scaath"
821251,15383442,5,"Atwell"
821251,15383443,5,"Rock outcrop"
821252,15383447,45,"Coppercreek"
821252,15383448,30,"Slidecreek"
821252,15383449,15,"Lackscreek"
821252,15383450,5,"Rock outcrop"
821252,15383451,5,"Atwell"
821253,15383452,2,"Rock outcrop"
821253,15383453,40,"Wiregrass"
821253,15383454,35,"Rockysaddle"
821253,15383455,15,"Scaath"
821253,15383456,3,"Atwell"
821253,15383457,5,"Coppercreek"
821254,15383458,40,"Coppercreek"
821254,15383459,20,"Tectah"
821254,15383460,15,"Lackscreek"
821254,15383461,2,"Rock outcrop"
821254,15383462,13,"Slidecreek"
821254,15383463,10,"Atwell"
821255,15383464,2,"Rock outcrop"
821255,15383465,45,"Devilscreek"
821255,15383466,20,"Panthercreek"
821255,15383467,15,"Coppercreek"
821255,15383468,4,"Ahpah"
821255,15383469,14,"Lackscreek"
821256,15383352,65,"Lackscreek"
821256,15383353,15,"Coppercreek"
821256,15383354,10,"Rock outcrop"
821256,15383355,10,"Ahpah"
821259,15383356,40,"Scaath"
821259,15383357,25,"Rockysaddle"
821259,15383358,20,"Wiregrass"
821259,15383359,10,"Rock outcrop"
821259,15383360,5,"Atwell"
821263,15383361,60,"Ladybird"
821263,15383362,20,"Stonehill"
821263,15383363,10,"Panthercreek"
821263,15383364,10,"Devilscreek"
821264,15383365,50,"Ladybird"
821264,15383366,25,"Trailhead"
821264,15383367,13,"Coppercreek"
821264,15383368,12,"Tectah"
821265,15383369,35,"Panthercreek"
821265,15383370,20,"Coppercreek"
821265,15383371,20,"Devilscreek"
821265,15383372,5,"Rock outcrop"
821265,15383373,10,"Lackscreek"
821265,15383374,10,"Ahpah"
821268,15383375,45,"Tectah"
821268,15383376,25,"Coppercreek"
821268,15383377,15,"Trailhead"
821268,15383378,10,"Slidecreek"
821268,15383379,5,"Fortyfour"
821269,15383380,85,"Trailhead"
821269,15383381,5,"Ahpah"
821269,15383382,10,"Tectah"
821270,15383383,80,"Trailhead"
821270,15383384,5,"Tectah"
821270,15383385,5,"Fortyfour"
821270,15383386,5,"Lackscreek"
821270,15383387,5,"Coppercreek"
821271,15383388,80,"Peacock"
821271,15383389,10,"Fortyfour"
821271,15383390,5,"Scaath"
821271,15383391,5,"Wiregrass"
821272,15383392,65,"Trailhead"
821272,15383393,15,"Fortyfour"
821272,15383394,10,"Lackscreek"
821272,15383395,10,"Coppercreek"
1909182,15383834,3,"Loeb"
1909182,15383835,2,"Macklyn"
1909182,15383836,35,"Floras"
1909182,15383837,30,"Bosland"
1909182,15383838,25,"Dulandy"
1909182,15383839,3,"Guerin"
1909182,15383840,2,"Rock outcrop"
1909187,15383841,55,"Loeb"
1909187,15383842,30,"Macklyn"
1909187,15383843,3,"Dulandy"
1909187,15383844,3,"Guerin"
1909187,15383845,2,"Wedderburn"
1909187,15383846,2,"Zwagg"
1909187,15383847,3,"Bosland"
1909187,15383848,2,"Vondergreen"
1909188,15383849,2,"Bosland"
1909188,15383850,35,"Loeb"
1909188,15383851,30,"Macklyn"
1909188,15383852,25,"Vondergreen"
1909188,15383853,2,"Dulandy"
1909188,15383854,2,"Guerin"
1909188,15383855,2,"Wedderburn"
1909188,15383856,2,"Zwagg"
1483894,15383660,30,"Tectah"
1483894,15383661,40,"Coppercreek"
1483894,15383662,20,"Slidecreek"
1483894,15383663,2,"Rock outcrop"
1483894,15383664,5,"Trailhead"
1483894,15383665,3,"Lackscreek"
1483895,15383666,3,"Rock outcrop"
1483895,15383667,40,"Coppercreek"
1483895,15383668,20,"Tectah"
1483895,15383669,30,"Slidecreek"
1483895,15383670,7,"Lackscreek"
1483896,15383671,20,"Coppercreek"
1483896,15383672,40,"Slidecreek"
1483896,15383673,5,"Rock outcrop"
1483896,15383674,25,"Lackscreek"
1483896,15383675,10,"Tectah"
1483897,15383676,25,"Wiregrass"
1483897,15383677,55,"Peacock"
1483897,15383678,10,"Pittplace"
1483897,15383679,3,"Fortyfour"
1483897,15383680,5,"Rockysaddle"
1483897,15383681,2,"Scaath"
1483898,15383682,5,"Rock outcrop"
1483898,15383683,40,"Wiregrass"
1483898,15383684,25,"Pittplace"
1483898,15383685,20,"Scaath"
1483898,15383686,5,"Rockysaddle"
1483898,15383687,5,"Peacock"
1483899,15383688,5,"Rock outcrop"
1483899,15383689,45,"Wiregrass"
1483899,15383690,40,"Rockysaddle"
1483899,15383691,10,"Scaath"
1483900,15383692,35,"Wiregrass"
1483900,15383693,15,"Peacock"
1483900,15383694,3,"Rock outcrop"
1483900,15383695,30,"Rockysaddle"
1483900,15383696,2,"Rodgerpeak"
1483900,15383697,5,"Scaath"
1483900,15383698,10,"Pittplace"
1483903,15383699,20,"Yeti"
1483903,15383700,45,"Sasquatch"
1483903,15383701,15,"Footstep"
1483903,15383702,10,"Sisterrocks"
1483903,15383703,10,"Ladybird"
1483904,15383704,45,"Sasquatch"
1483904,15383705,25,"Sisterrocks"
1483904,15383706,15,"Ladybird"
1483904,15383707,2,"Rock outcrop"
1483904,15383708,10,"Footstep"
1483904,15383709,3,"Yeti"
1483905,15383710,20,"Footstep"
1483905,15383711,35,"Sisterrocks"
1483905,15383712,5,"Rock outcrop"
1483905,15383713,30,"Sasquatch"
1483905,15383714,10,"Ladybird"
1545665,15383727,20,"Yeti"
1545665,15383728,15,"Sisterrocks"
1545665,15383729,50,"Sasquatch"
1545665,15383730,5,"Footstep"
1545665,15383731,5,"Ladybird"
1545665,15383732,5,"Houda"
1545666,15383721,45,"Sisterrocks"
1545666,15383722,5,"Rock outcrop"
1545666,15383723,20,"Sasquatch"
1545666,15383724,20,"Houda"
1545666,15383725,5,"Footstep"
1545666,15383726,5,"Ladybird"
1545667,15383715,50,"Battery"
1545667,15383716,30,"Catchings"
1545667,15383717,2,"Fluvents"
1545667,15383718,5,"Lackscreek"
1545667,15383719,10,"Coppercreek"
1545667,15383720,3,"Worswick"
1597019,15383746,30,"Highprairie"
1597019,15383747,40,"Flintrock"
1597019,15383748,5,"Rock outcrop"
1597019,15383749,10,"Sisterrocks"
1597019,15383750,5,"Footstep"
1597019,15383751,10,"Ladybird"
1611329,15383774,60,"Ladybird"
1611329,15383775,20,"Stonehill"
1611329,15383776,3,"Panthercreek"
1611329,15383777,7,"Fluvents"
1611329,15383778,10,"Devilscreek"
1895227,15383804,20,"Stonehill"
1895227,15383805,65,"Sasquatch"
1895227,15383806,3,"Devilscreek"
1895227,15383807,2,"Fluvents"
1895227,15383808,3,"Ladybird"
1895227,15383809,7,"Panthercreek"
2670255,15383307,70,"Yorknorth"
2670255,15383308,15,"Witherell"
2670255,15383309,2,"Dryfield"
2670255,15383310,10,"Coolyork"
2670255,15383311,1,"Rock outcrop"
2670255,15383312,2,"Burgsblock"
821274,15383399,65,"Raingage"
821274,15383400,20,"Pigpen"
821274,15383401,5,"Rock outcrop"
821274,15383402,10,"Airstrip"
1451950,15383591,70,"Yorknorth"
1451950,15383592,15,"Witherell"
1451950,15383593,5,"Tankridge"
1451950,15383594,5,"Briceland"
1451950,15383595,5,"Dryfield"
1451932,15383647,3,"Rock outcrop"
1451932,15383648,35,"Madbuttes"
1451932,15383649,50,"Laketwin"
1451932,15383650,2,"Titlow"
1451932,15383651,10,"Kinseyridge"
1451933,15383642,35,"Triboard"
1451933,15383643,35,"Smokehouse"
1451933,15383644,25,"Boardcamp"
1451933,15383645,2,"Rock outcrop"
1451933,15383646,3,"Yorknorth"
1451934,15383652,60,"Kinseyridge"
1451934,15383653,25,"Titlow"
1451934,15383654,10,"Madbuttes"
1451934,15383655,5,"Laketwin"
691861,15383488,40,"Redtop"
691861,15383489,25,"Bagaul"
691861,15383490,20,"Darkwoods"
691861,15383491,3,"Rock outcrop"
691861,15383492,5,"Oakside"
691861,15383493,7,"Firmountain"
691859,15383494,15,"Redtop"
691859,15383495,45,"Darkwoods"
691859,15383496,3,"Rock outcrop"
691859,15383497,25,"Firmountain"
691859,15383498,5,"Oakside"
691859,15383499,7,"Bagaul"
691858,15383500,3,"Rock outcrop"
691858,15383501,25,"Firmountain"
691858,15383502,20,"Oakside"
691858,15383503,40,"Darkwoods"
691858,15383504,5,"Bagaul"
691858,15383505,7,"Hullygully"
691857,15383506,20,"Oakside"
691857,15383507,25,"Firmountain"
691857,15383508,8,"Rock outcrop"
691857,15383509,40,"Darkwoods"
691857,15383510,5,"Hullygully"
691857,15383511,2,"Bagaul"
780537,15383584,50,"Bramlet"
780537,15383585,35,"Supplycreek"
780537,15383586,3,"Rock outcrop"
780537,15383587,5,"Hospiter"
780537,15383588,3,"Howler"
780537,15383589,2,"Hewent"
780537,15383590,2,"Tellopeak"
780536,15383577,2,"Tellopeak"
780536,15383578,5,"Rock outcrop"
780536,15383579,50,"Supplycreek"
780536,15383580,35,"Sugapine"
780536,15383581,2,"Hewent"
780536,15383582,3,"Howler"
780536,15383583,3,"Hospiter"
780535,15383569,35,"Bramlet"
780535,15383570,30,"Sugapine"
780535,15383571,20,"Supplycreek"
780535,15383572,2,"Tellopeak"
780535,15383573,3,"Hospiter"
780535,15383574,3,"Howler"
780535,15383575,2,"Hewent"
780535,15383576,5,"Rock outcrop"
1451942,15383953,85,"Hungry"
1451942,15383954,3,"Toadlake family"
1451942,15383955,7,"Lithic Haploxeralfs"
1451942,15383956,5,"Boardcamp"
1480666,15383752,50,"Oragran"
1480666,15383753,35,"Weitchpec"
1480666,15383754,5,"Rock outcrop"
1480666,15383755,5,"Lithic Haploxeralfs"
1480666,15383756,5,"Walnett"
1480667,15383961,45,"Oragran"
1480667,15383962,30,"Weitchpec"
1480667,15383963,20,"Lithic Haploxeralfs"
1480667,15383964,5,"Rock outcrop"
1480670,15383757,5,"Rock outcrop"
1480670,15383758,20,"Oragran"
1480670,15383759,20,"Walnett"
1480670,15383760,35,"Jayel"
1480670,15383761,10,"Lithic Haploxeralfs"
1480670,15383762,10,"Gasquet"
1480671,15383763,30,"Jayel"
1480671,15383764,25,"Walnett"
1480671,15383765,25,"Oragran"
1480671,15383766,5,"Rock outcrop"
1480671,15383767,5,"Gasquet"
1480671,15383768,10,"Weitchpec"
1547163,15383769,20,"Jayel"
1547163,15383770,30,"Walnett"
1547163,15383771,30,"Gasquet"
1547163,15383772,10,"Lithic Haploxeralfs"
1547163,15383773,10,"Oragran"
579783,15383313,85,"Tishtang"
579783,15383314,2,"Rock outcrop"
579783,15383315,10,"Laketwin"
579783,15383316,3,"Madbuttes"
780544,15383564,10,"Rock outcrop"
780544,15383565,45,"Tellopeak"
780544,15383566,40,"Hospiter"
780544,15383567,3,"Supplycreek"
780544,15383568,2,"Sugapine"
780543,15383560,7,"Rock outcrop"
780543,15383561,50,"Hospiter"
780543,15383562,35,"Hewent"
780543,15383563,8,"Sugapine"
780542,15383554,35,"Hewent"
780542,15383555,20,"Tellopeak"
780542,15383556,20,"Howler"
780542,15383557,10,"Rock outcrop"
780542,15383558,10,"Hospiter"
780542,15383559,5,"Sugapine"
780541,15383547,25,"Tellopeak"
780541,15383548,30,"Hewent"
780541,15383549,15,"Howler"
780541,15383550,10,"Rock outcrop"
780541,15383551,5,"Supplycreek"
780541,15383552,5,"Sugapine"
780541,15383553,10,"Hospiter"
780545,15383544,95,"Moomer"
780545,15383545,2,"Sugapine"
780545,15383546,3,"Supplycreek"
1397194,15383957,40,"Deadman"
1397194,15383958,40,"Rogue"
1397194,15383959,10,"Lithic Dystroxerepts"
1397194,15383960,10,"Brandypeak family"
2670264,15383287,100,"Water"
465995,14447720,80,"Atter"
465995,14447721,5,"Xerofluvents"
465995,14447722,5,"Rock outcrop"
465995,14447723,5,"Weaverville"
465995,14447724,5,"Xeralfs"
465997,14447725,50,"Atter"
465997,14447726,20,"Dumps"
465997,14447727,15,"Xerofluvents"
465997,14447728,1,"Mining ponds"
465997,14447729,3,"Riverwash"
465997,14447730,2,"Haysum"
465997,14447731,2,"Carrcreek"
465997,14447732,1,"Brownbear"
465997,14447733,1,"Brockgulch"
465997,14447734,3,"Weaverville"
465997,14447735,2,"Rock outcrop"
465998,14447736,55,"Bamtush"
465998,14447737,25,"Brownbear"
465998,14447738,8,"Hoosibim"
465998,14447739,7,"Indleton"
465998,14447740,5,"Unnamed"
465999,14447741,40,"Bamtush"
465999,14447742,40,"Brownbear"
465999,14447743,5,"Weaverville"
465999,14447744,5,"Goulding"
465999,14447745,5,"Brockgulch"
465999,14447746,3,"Unnamed"
465999,14447747,2,"Landslides"
466000,14447748,40,"Bamtush"
466000,14447749,25,"Brownbear"
466000,14447750,20,"Weaverville"
466000,14447751,5,"Goulding"
466000,14447752,2,"Bamtush"
466000,14447753,2,"Weaverville"
466000,14447754,3,"Unnamed"
466000,14447755,2,"Xeralfs"
466000,14447756,1,"Xerorthents"
466002,14447757,50,"Bamtush"
466002,14447758,30,"Weaverville"
466002,14447759,1,"Unnamed"
466002,14447760,4,"Batmush"
466002,14447761,4,"Weaverville"
466002,14447762,5,"Brownbear"
466002,14447763,3,"Xeralfs"
466002,14447764,3,"Xerorthents"
466004,14447765,40,"Bamtush"
466004,14447766,25,"Weaverville"
466004,14447767,15,"Brownbear"
466004,14447768,1,"Unnamed"
466004,14447769,5,"Unnamed"
466004,14447770,5,"Goulding"
466004,14447771,5,"Unnamed"
466004,14447772,4,"Unnamed"
466005,14447773,60,"Barpeak"
466005,14447774,20,"Sheetiron"
466005,14447775,5,"Brownscreek"
466005,14447776,5,"Dougcity"
466005,14447777,4,"Beargulch"
466005,14447778,2,"Skyrock"
466005,14447779,2,"Unnamed"
466005,14447780,1,"Xerofluvents"
466005,14447781,1,"Riverwash"
466007,14447782,45,"Beargulch"
466007,14447783,35,"Skyrock"
466007,14447784,5,"Sheetiron"
466007,14447785,5,"Barpeak"
466007,14447786,5,"Xerofluvents"
466007,14447787,5,"Unnamed"
466008,14447788,35,"Brockgulch"
466008,14447789,25,"Dedrick"
466008,14447790,15,"Brownbear"
466008,14447791,8,"Rock outcrop"
466008,14447792,7,"Pardaloe"
466008,14447793,5,"Weaverville"
466008,14447794,5,"Xerofluvents"
466009,14447795,50,"Brownbear"
466009,14447796,30,"Bamtush"
466009,14447797,5,"Hoosimbim"
466009,14447798,5,"Indleton"
466009,14447799,5,"Hotaw"
466009,14447800,3,"Unnamed"
466009,14447801,2,"Unnamed"
466010,14447802,80,"Brownscreek"
466010,14447803,8,"Dougcity"
466010,14447804,7,"Sheetiron"
466010,14447805,5,"Dedrick"
466011,14447806,80,"Brownscreek"
466011,14447807,8,"Dedrick"
466011,14447808,7,"Dougcity"
466011,14447809,5,"Sheetiron"
466013,14447810,50,"Brownscreek"
466013,14447811,30,"Dedrick"
466013,14447812,5,"Dougcity"
466013,14447813,5,"Sheetiron"
466013,14447814,5,"Sheetiron variant"
466013,14447815,1,"Xerofluvents"
466015,14447816,45,"Brownscreek"
466015,14447817,35,"Dougcity"
466015,14447818,5,"Sheetiron"
466015,14447819,5,"Barpeak"
466015,14447820,3,"Unnamed"
466015,14447821,2,"Unnamed"
466015,14447822,1,"Xerofluvents"
466016,14447823,40,"Brownscreek"
466016,14447824,40,"Dougcity"
466016,14447825,5,"Sheetiron"
466016,14447826,5,"Barpeak"
466016,14447827,5,"Unnamed"
466016,14447828,3,"Unnamed"
466016,14447829,1,"Xerofluvents"
466017,14447830,45,"Cargent"
466017,14447831,35,"Demogul"
466017,14447832,5,"Brownscreek"
466017,14447833,4,"Unnamed"
466017,14447834,3,"Sheetiron"
466017,14447835,2,"Rock outcrop"
466017,14447836,2,"Dedrick"
466017,14447837,2,"Barpeak"
466017,14447838,1,"Riverwash"
466017,14447839,1,"Xerofluvents"
466018,14447840,60,"Cargent"
466018,14447841,20,"Demogul"
466018,14447842,5,"Brownscreek"
466018,14447843,5,"Unnamed"
466018,14447844,3,"Rock outcrop"
466018,14447845,3,"Dedrick"
466018,14447846,2,"Barpeak"
466018,14447847,1,"Xerofluvents"
466018,14447848,1,"Riverwash"
466019,14447849,80,"Caris"
466019,14447850,3,"Marpa"
466019,14447851,3,"Hoosimbim"
466019,14447852,3,"Brownbear"
466019,14447853,3,"Indleton"
466019,14447854,2,"Unnamed"
466019,14447855,2,"Goulding"
466019,14447856,2,"Unnamed"
466019,14447857,1,"Xerofluvents"
466020,14447858,80,"Caris"
466020,14447859,8,"Marpa"
466020,14447860,7,"Indleton"
466020,14447861,5,"Unnamed"
466021,14447862,35,"Caris"
466021,14447863,25,"Indleton"
466021,14447864,20,"Hoosimbim"
466021,14447865,8,"Bamtush"
466021,14447866,7,"Goulding"
466021,14447867,5,"Unnamed"
466022,14447868,80,"Carrcreek"
466022,14447869,1,"Unnamed"
466022,14447870,1,"Xerofluvents"
466022,14447871,8,"Haysum"
466022,14447872,5,"Crefork"
466022,14447873,5,"Jafa"
466023,14447874,80,"Carrcreek"
466023,14447875,8,"Haysum"
466023,14447876,3,"Jafa"
466023,14447877,2,"Crefork"
466023,14447878,7,"Unnamed"
466025,14447879,75,"Choop"
466025,14447880,10,"Valcreek"
466025,14447881,10,"Minersville variant"
466025,14447882,5,"Minersville"
466027,14447883,60,"Choop"
466027,14447884,20,"Rock outcrop"
466027,14447885,5,"Minersville variant"
466027,14447886,5,"Valcreek"
466027,14447887,5,"Haploxerolls"
466027,14447888,5,"Minersville"
466028,14447889,85,"Crefork"
466028,14447890,3,"Unnamed"
466028,14447891,3,"Unnamed"
466028,14447892,3,"Carrcreek"
466028,14447893,3,"Haysum"
466028,14447894,3,"Xererts"
466029,14447895,75,"Crefork"
466029,14447896,5,"Unnamed"
466029,14447897,5,"Xererts"
466029,14447898,5,"Haysum"
466029,14447899,5,"Jafa"
466029,14447900,5,"Unnamed"
466030,14447901,75,"Crefork"
466030,14447902,5,"Carrcreek"
466030,14447903,5,"Jafa"
466030,14447904,5,"Xererts"
466030,14447905,5,"Unnamed"
466030,14447906,5,"Unnamed"
466031,14447907,50,"Crefork"
466031,14447908,30,"Musserhill"
466031,14447909,5,"Jafa"
466031,14447910,5,"Carrcreek"
466031,14447911,5,"Unnamed"
466031,14447912,5,"Unnamed"
466032,14447913,85,"Dedrick"
466033,14447914,50,"Dedrick"
466033,14447915,30,"Rock outcrop"
466034,14447916,85,"Demogul"
466036,14447917,45,"Dougcity"
466036,14447918,35,"Dedrick"
466036,14447919,1,"Xerofluvents"
466037,14447920,45,"Dougcity"
466037,14447921,35,"Demogul"
466037,14447922,1,"Xerofluvents"
466038,14447923,85,"Dubakella"
466039,14447924,85,"Dubakella"
466040,14447925,85,"Dubakella"
466042,14447926,85,"Dubakella"
466044,14447927,85,"Etsel"
466045,14447928,60,"Etsel"
466045,14447929,20,"Bamtush"
466046,14447930,60,"Etsel"
466046,14447931,20,"Weitchpec"
466046,14447932,2,"Xerofluvents"
466047,14447933,30,"Goulding"
466047,14447934,30,"Holkat variant"
466047,14447935,20,"Marpa variant"
466049,14447936,30,"Goulding"
466049,14447937,25,"Vitzthum"
466049,14447938,20,"Vanvor"
466049,14447939,2,"Riverwash"
466049,14447940,2,"Xerofluvents"
466050,14447941,85,"Haploxerolls"
